Site_ID,Planned_Kiosk_Type,Installation_Status,PPT_ID,Legacy_ID,Borough,Council_District,Community_Board,Street_Address,Cross_Street_1,Cross_Street_2,IxN_Corner,Postcode,Zoning,Latitude,Longitude,Installation_Complete,Activation_Complete,Neighborhood_Tabulation_Area_(NTA),Building_Identification_Number_(BIN),Borough-Block-Lot_(BBL),Census_Tract_(CT),Location
mn-04-134599,Link1.0,Live,134599,mn-04-134599,Manhattan,3,104,717 6 AVENUE,WEST 23 STREET,WEST 22 STREET,NW,10011,C6-3X,40.743097,-73.992812,2/12/18,5/24/18,Hudson Yards-Chelsea-Flatiron-Union Square,1014954,1007990035,1009100,"(40.743097, -73.992812)"
qu-12-118455,Link5G_Ad,Live,118455,LINK-014515,Queens,28,412,146-64 LIBERTY AVENUE,Sutphin Boulevard,Waltham Street,,11435,C4-5X,40.695963,-73.804551,2/9/23,4/25/23,Jamaica,4000000,4100300025,4020800,"(40.695963, -73.804551)"
mn-07-133397,Link1.0,Live,133397,mn-07-133397,Manhattan,6,107,2206 BROADWAY,WEST 78 STREET,WEST 79 STREET,S,10024,C4-6A,40.783373,-73.980123,9/10/17,1/3/18,Upper West Side,1079386,1011700012,1016700,"(40.783373, -73.980123)"
mn-01-108445,Link1.0,Live,108445,mn-01-108445,Manhattan,1,101,23 WALKER STREET,6 AVENUE,CHURCH STREET,SE,10013,C6-2A,40.719679,-74.004974,11/18/17,5/2/18,SoHo-TriBeCa-Civic Center-Little Italy,1088221,1001910001,1003300,"(40.719679, -74.004974)"
mn-12-120813,Link1.0,Live,120813,LINK-010939,Manhattan,10,112,3769 10 AVENUE,WEST 202ND STREET,10TH AVENUE,,10034,R7-2,40.861152,-73.921004,4/28/22,9/20/23,Marble Hill-Inwood,1080033,1022160001,1029900,"(40.861152, -73.921004)"
mn-03-108422,Link1.0,Live,108422,mn-03-108422,Manhattan,1,103,113 BOWERY,GRAND STREET,HESTER STREET,MIDBLOCK,10002,C6-1G,40.71792,-73.99494,8/11/16,9/19/16,Chinatown,1003926,1003040010,1001600,"(40.71792, -73.99494)"
mn-06-133709,Link1.0,Live,133709,mn-06-133709,Manhattan,2,106,522 2 AVENUE,EAST 29 STREET,EAST 30 STREET,NE,10016,C1-8,40.741711,-73.977973,10/6/17,12/5/17,Murray Hill-Kips Bay,1020614,1009350001,1007000,"(40.741711, -73.977973)"
bk-09-157710,Link1.0,Live,157710,,Brooklyn,40,309,547 ROGERS AVEENUE,FENIMORE STREET,RUTLAND ROAD,NE,11225,C2-3,40.65864,-73.95324,7/12/22,10/25/22,Prospect Lefferts Gardens-Wingate,3115441,3050390001,802,"(40.65864, -73.95324)"
mn-03-123273,Link1.0,Live,123273,mn-03-123273,Manhattan,2,103,104 2 AVENUE,EAST 6 STREET,EAST 7 STREET,NE,10003,C2-5,40.72746,-73.988372,9/2/16,9/19/16,East Village,1006262,1004480001,1003800,"(40.72746, -73.988372)"
mn-12-111857,Link1.0,Live,111857,mn-12-111857,Manhattan,10,112,1617 ST. NICHOLAS AVENUE,WEST 191 STREET,WEST 190 STREET,SW,10040,C1-4,40.855416,-73.929403,12/1/17,2/20/18,Washington Heights North,1084422,1021690048,1027900,"(40.855416, -73.929403)"
bk-05-126737,Link1.0,Live,126737,bk-05-126737,Brooklyn,37,305,2 ELDERT LANE,JAMAICA AVENUE,87 AVENUE,SW,11208,C2-2,40.691021,-73.868095,9/23/17,3/28/18,Cypress Hills-City Line,3091371,3041120056,3118202,"(40.691021, -73.868095)"
mn-07-133635,Link1.0,Live,133635,mn-07-133635,Manhattan,6,107,2495 BROADWAY,WEST 93 STREET,WEST 92 STREET,SW,10025,C4-6A,40.792696,-73.973438,11/22/17,3/15/18,Upper West Side,1087656,1012400052,1017900,"(40.792696, -73.973438)"
mn-09-111936,Link1.0,Live,111936,mn-09-111936,Manhattan,7,109,3680 BROADWAY,WEST 152 STREET,WEST 153 STREET,NE,10031,R8,40.830876,-73.946986,7/22/16,8/4/16,Hamilton Heights,1062212,1020840001,1023700,"(40.830876, -73.946986)"
bx-01-119027,Link1.0,Live,119027,bx-01-119027,Bronx,8,201,718 EAST 149 STREET,JACKSON AVENUE,CONCORD AVENUE,SE,10455,C2-4,40.813128,-73.908991,5/17/18,6/25/18,Mott Haven-Port Morris,2003924,2025790019,2003500,"(40.813128, -73.908991)"
mn-11-142952,Link1.0,Live,142952,mn-11-142952,Manhattan,8,111,2266 3 AVENUE,EAST 123 STREET,EAST 124 STREET,NW,10035,C4-4,40.802661,-73.936734,3/2/16,3/30/16,East Harlem North,1054456,1017720134,1019600,"(40.802661, -73.936734)"
bk-01-143275,Link1.0,Live,143275,bk-01-143275,Brooklyn,33,301,88 NORMAN AVENUE,MANHATTAN AVENUE,LEONARD STREET,SE,11222,C2-4,40.725456,-73.951496,3/11/17,6/9/17,Greenpoint,3066070,3026470001,3056900,"(40.725456, -73.951496)"
bk-06-145909,Link1.0,Live,145909,LINK-021519,Brooklyn,39,306,548 4 AVENUE,15 STREET,14 STREET,NW,11215,C2-4,40.666904,-73.991789,7/15/17,1/5/18,Park Slope-Gowanus,3398113,3010400048,3011700,"(40.666904, -73.991789)"
mn-06-121498,Link1.0,Live,121498,mn-06-121498,Manhattan,2,106,373 3 AVENUE,EAST 27 STREET,EAST 26 STREET,SE,10016,C2-8,40.741169,-73.981297,1/29/16,2/1/16,Murray Hill-Kips Bay,1019864,1009070056,1006600,"(40.741169, -73.981297)"
mn-09-139323,Link1.0,Live,139323,mn-09-139323,Manhattan,7,109,1580 AMSTERDAM AVENUE,WEST 138 STREET,WEST 139 STREET,NW,10031,C1-4,40.82096,-73.950863,10/26/16,12/2/16,Hamilton Heights,1079852,1020700029,1022500,"(40.82096, -73.950863)"
bk-05-145945,Link1.0,Live,145945,LINK-021930,Brooklyn,37,305,2493 FULTON STREET,WILLIAMS PLACE,WILLIAMS AVENUE,MIDBLOCK,11207,M1-1,40.67754,-73.901951,9/29/17,1/8/18,Ocean Hill,3339272,3015470025,3036700,"(40.67754, -73.901951)"
mn-06-107988,Link1.0,Live,107988,mn-06-107988,Manhattan,4,106,949 2 AVENUE,EAST 50 STREET,EAST 51 STREET,W,10022,C1-9,40.755193,-73.968444,10/28/17,2/15/18,Turtle Bay-East Midtown,1038459,1013240124,1009800,"(40.755193, -73.968444)"
mn-04-111683,LINK1.0,Live,111683,mn-04-111683,Manhattan,3,104,531 6 AVENUE,WEST 14 STREET,WEST 15 STREET,NW,10011,C6-3A,40.737561,-73.996841,9/24/16,12/2/16,Hudson Yards-Chelsea-Flatiron-Union Square,1014526,1007900032,1008100,"(40.737561, -73.996841)"
mn-03-128751,Link1.0,Live,128751,mn-03-128751,Manhattan,2,103,124 2 AVENUE,EAST 7 STREET,ST MARKS PLACE,NE,10003,C1-5,40.728232,-73.987818,7/20/16,9/13/16,East Village,1006310,1004490004,1003800,"(40.728232, -73.987818)"
bk-07-125846,Link1.0,Live,125846,bk-07-125846,Brooklyn,38,307,968 4 AVENUE,37 STREET,38 STREET,SW,11232,M1-2D,40.653711,-74.005258,4/28/17,6/9/17,Sunset Park West,3010388,3007000032,3008400,"(40.653711, -74.005258)"
mn-10-120055,Link1.0,Live,120055,mn-10-120055,Manhattan,9,110,2361 ADAM CLAYTON POWELL JR. BOULEVARD,WEST 138 STREET,WEST 139 STREET,NE,10030,C1-4,40.817264,-73.942056,10/26/16,6/20/17,Central Harlem North-Polo Grounds,1060015,1020070001,1023000,"(40.817264, -73.942056)"
qu-09-124174,Link5G_Ad,Live,124174,15048,Queens,29,409,123-32 82 AVENUE,Queens Boulevard,Kew Gardens Road,SE,11415,C4-4,40.712653,-73.827724,12/8/22,5/19/23,Kew Gardens,4080159,4033597501,,"(40.712653, -73.827724)"
mn-04-123524,Link1.0,Live,123524,mn-04-123524,Manhattan,3,104,103 9 AVENUE,WEST 16 STREET,WEST 17 STREET,SW,10011,C2-5,40.742803,-74.00417,2/4/18,4/4/18,Hudson Yards-Chelsea-Flatiron-Union Square,1078409,1007140031,1008300,"(40.742803, -74.00417)"
mn-06-133521,Link1.0,Live,133521,mn-06-133521,Manhattan,2,106,188 3 AVENUE,EAST 17 STREET,EAST 18 STREET,NW,10003,C1-9A,40.735348,-73.985846,12/28/15,1/19/16,Gramercy,1017853,1008730033,1005000,"(40.735348, -73.985846)"
mn-01-138237,Link1.0,Live,138237,mn-01-138237,Manhattan,1,101,60 LAFAYETTE STREET,FRANKLIN STREET,LEONARD STREET,SW,10013,C6-4A,40.716682,-74.002253,10/7/17,2/7/18,SoHo-TriBeCa-Civic Center-Little Italy,1001842,1001710031,1003100,"(40.716682, -74.002253)"
bk-14-126362,Link1.0,Live,126362,bk-14-126362,Brooklyn,40,314,1626 CORTELYOU ROAD,EAST 17 STREET,EAST 16 STREET,SE,11226,C2-4,40.641858,-73.962836,12/2/17,4/23/18,Flatbush,3118755,3051590010,3051400,"(40.641858, -73.962836)"
bk-03-145750,Link1.0,Live,145750,LINK-018103,Brooklyn,36,303,560 FRANKLIN AVENUE,ATLANTIC AVENUE,BREVOORT PLACE,NW,11238,M1-1,40.679506,-73.955431,2/27/17,3/13/17,Clinton Hill,3057888,3020200058,3022700,"(40.679506, -73.955431)"
bk-03-145757,Link1.0,Live,145757,LINK-018111,Brooklyn,36,303,1473 FULTON STREET,TOMPKINS AVENUE,KINGSTON AVENUE,NE,11216,C2-4,40.680059,-73.94226,3/2/17,3/24/17,Bedford,3338750,3018570024,3026900,"(40.680059, -73.94226)"
mn-10-142855,Link1.0,Live,142855,mn-10-142855,Manhattan,9,110,2480 FREDERICK DOUGLASS BOULEVARD,WEST 133 STREET,WEST 132 STREET,SE,10027,C1-4,40.814863,-73.947877,9/17/16,10/25/16,Central Harlem North-Polo Grounds,1084049,1019380001,1021500,"(40.814863, -73.947877)"
qu-01-125118,Link1.0,Live,125118,qu-01-125118,Queens,22,401,43-02 30 AVENUE,43 STREET,44 STREET,SE,11103,C1-2,40.762663,-73.912541,6/24/17,2/28/18,Astoria,4012032,4006970113,4014900,"(40.762663, -73.912541)"
qu-03-146005,Link1.0,Live,146005,LINK-021803,Queens,21,403,93-01 ROOSEVELT AVENUE,93 STREET,94 STREET,NE,11372,C2-4,40.748798,-73.87355,11/22/17,2/8/18,Jackson Heights,4036514,4014810052,4027300,"(40.748798, -73.87355)"
qu-02-102099,Link1.0,Live,102099,qu-01-102099,Queens,26,402,34-02 QUEENS BOULEVARD,34 STREET,35 STREET,MIDBLOCK,11101,M1-4,40.744278,-73.930399,11/5/16,2/2/17,Hunters Point-Sunnyside-West Maspeth,4003435,4002460001,4017900,"(40.744278, -73.930399)"
mn-05-135169,Link1.0,Live,135169,mn-05-135169,Manhattan,3,105,552 7 AVENUE,WEST 40 STREET,WEST 39 STREET,SW,10018,M1-6,40.754593,-73.988137,8/19/17,2/15/18,Midtown-Midtown South,1014502,1007890040,1011300,"(40.754593, -73.988137)"
mn-06-134845,Link1.0,Live,134845,mn-06-134845,Manhattan,4,106,541 3 AVENUE,EAST 36 STREET,EAST 35 STREET,SE,10016,C1-9,40.74685,-73.977159,10/28/17,4/10/18,Murray Hill-Kips Bay,1020201,1009160061,1007800,"(40.74685, -73.977159)"
mn-03-139455,Link1.0,Live,139455,mn-03-139455,Manhattan,2,103,242 EAST 10 STREET,1 AVENUE,2 AVENUE,SW,10003,C1-5,40.728824,-73.98468,8/26/17,10/6/17,East Village,1006417,1004510032,1004000,"(40.728824, -73.98468)"
mn-06-134852,Link1.0,Live,122406,mn-06-134852,Manhattan,2,106,170 EAST 33 STREET,3 AVENUE,LEXINGTON AVENUE,SW,10016,C6-4,40.7451,-73.978821,5/19/18,1/17/19,Hudson Yards-Chelsea-Flatiron-Union Square,1026906,1010700001,1011700,"(40.7451, -73.978821)"
mn-05-122609,Link1.0,Live,122609,mn-05-122609,Manhattan,3,105,870 8 AVENUE,WEST 52 STREET,WEST 53 STREET,NE,10019,C6-4,40.763616,-73.984987,10/1/16,11/16/16,Midtown-Midtown South,1024825,1010240001,1013100,"(40.763616, -73.984987)"
mn-08-119830,Link1.0,Live,119830,mn-08-119830,Manhattan,5,108,1675 3 AVENUE,EAST 93 STREET,EAST 94 STREET,NE,10128,C4-6,40.783289,-73.950562,7/1/16,7/15/16,Yorkville,1048916,1015397502,1015400,"(40.783289, -73.950562)"
mn-04-123541,Link1.0,Live,123541,mn-04-123541,Manhattan,3,104,265 WEST 14 STREET,8 AVENUE,7 AVENUE,NE,10011,C6-2A,40.739719,-74.002217,3/11/16,4/7/16,Hudson Yards-Chelsea-Flatiron-Union Square,1013711,1007640001,1008100,"(40.739719, -74.002217)"
mn-07-122841,Link1.0,Live,122841,mn-07-122841,Manhattan,6,107,75 COLUMBUS AVENUE,WEST 63 STREET,WEST 64 STREET,NE,10023,C4-7,40.77178,-73.982773,1/26/18,8/1/18,Lincoln Square,1027465,1011150057,1014900,"(40.77178, -73.982773)"
mn-05-108540,Link1.0,Live,108540,mn-05-108540,Manhattan,3,105,100 WEST 28 STREET,6 AVENUE,7 AVENUE,SW,10001,C6-4X,40.746116,-73.990792,2/24/18,2/4/19,Midtown-Midtown South,1015082,1008030043,1009500,"(40.746116, -73.990792)"
qu-04-136655,Link1.0,Live,136655,qu-04-136655,Queens,21,404,92-12 ROOSEVELT AVENUE,ASKE STREET,92 STREET,SW,11372,C2-4,40.748595,-73.874203,8/5/17,9/8/17,Elmhurst,4038783,4015500020,4046900,"(40.748595, -73.874203)"
mn-05-134222,Link1.0,Live,134222,mn-05-134222,Manhattan,4,105,50 EAST 56 STREET,MADISON AVENUE,PARK AVENUE,SE,10022,C5-3,40.761511,-73.972745,4/2/17,6/14/17,Midtown-Midtown South,1035775,1012910051,1010200,"(40.761511, -73.972745)"
mn-02-123086,Link1.0,Live,123086,mn-02-123086,Manhattan,2,102,799 BROADWAY,EAST 11 STREET,EAST 10 STREET,SW,10003,C6-1,40.732391,-73.991387,3/7/22,4/21/22,West Village,1009108,1005620024,1006100,"(40.732391, -73.991387)"
bk-06-125626,Link1.0,Live,125626,bk-06-125626,Brooklyn,39,306,445 5 AVENUE,9 STREET,10 STREET,SE,11215,C4-3A,40.669018,-73.986317,2/24/17,6/5/17,Park Slope-Gowanus,3000000,3010110005,3013900,"(40.669018, -73.986317)"
bk-16-150795,Link1.0,Live,150795,LINK-025023,Brooklyn,41,316,268 SARATOGA AVENUE,PACIFIC STREET,ATLANTIC AVENUE,NW,11233,C2-3,40.675985,-73.916601,4/26/22,8/31/22,Ocean Hill,3038527,3014320028,303,"(40.675985, -73.916601)"
qu-03-155735,Link5G_Ad,Live,,LINK-020945,Queens,25,403,87-10 NORTHERN BOULEVARD,Northern Boulevard,34th Avenue,SW,11372,C1-2,40.755964,-73.879821,4/13/23,7/24/23,Jackson Heights,,4014350001,,"(40.755964, -73.879821)"
mn-04-122616,Link1.0,Live,122616,mn-04-122616,Manhattan,3,104,911 8 AVENUE,WEST 54 STREET,WEST 55 STREET,NW,10019,C6-4,40.764933,-73.984333,3/6/16,4/15/16,Clinton,1025416,1010450029,1013900,"(40.764933, -73.984333)"
bk-09-155198,Link1.0,Live,155198,,Brooklyn,41,309,621 RUTLAND ROAD,ALBANY AVENUE,KINGSTON AVENUE,NW,11203,C1-3,40.660103,-73.939963,9/21/22,11/22/22,Prospect Lefferts Gardens-Wingate,3107065,3048040040,810,"(40.660103, -73.939963)"
qu-12-124511,Link5G_Ad,Live,124511,SC90575,Queens,28,412,108-44 SUTPHIN BOULEVARD,Sutphin Boulevard,Liverpool Street,,11433,C2-4,40.691834,-73.798502,11/30/22,3/1/23,South Jamaica,4215845,4101310002,4025400,"(40.691834, -73.798502)"
qu-09-145987,Link1.0,Live,145987,LINK-021535,Queens,29,409,82-02 LEFFERTS BOULEVARD,BEVERLY ROAD,ABINGDON ROAD,SW,11415,C1-3,40.707531,-73.831361,10/14/17,1/15/19,Kew Gardens,4079530,4033300033,4077500,"(40.707531, -73.831361)"
qu-04-145900,Link1.0,Live,145900,LINK-019903,Queens,25,404,75-32 BROADWAY,76 STREET,75 STREET,SW,11373,C2-3,40.745761,-73.889451,8/5/17,10/4/17,Elmhurst,4311943,4014860051,4026700,"(40.745761, -73.889451)"
mn-05-122775,Link1.0,Live,122775,mn-05-122775,Manhattan,4,105,1313 BROADWAY,WEST 34 STREET,WEST 35 STREET,NE,10001,PARK,40.750092,-73.987792,4/30/16,7/18/16,Midtown-Midtown South,1015220,1008100040,1010900,"(40.750092, -73.987792)"
mn-09-111954,Link1.0,Live,111954,mn-09-111954,Manhattan,7,109,3514 BROADWAY,WEST 144 STREET,WEST 143 STREET,SE,10031,C1-4,40.825508,-73.950907,6/4/16,7/14/16,Hamilton Heights,1061895,1020750061,1022900,"(40.825508, -73.950907)"
bx-02-160005,Link5G_NonAd,Live,,,Bronx,17,202,576 PROSPECT AVENUE,FOX STREET,SOUTHERN BOULEVARD,SE,10455,C1-4,40.812943,-73.904111,2/12/24,5/3/24,Longwood,,2026830108,,"(40.8129428, -73.9041112)"
mn-05-122175,Link1.0,Live,122175,mn-05-122175,Manhattan,3,105,1407 BROADWAY,WEST 38 STREET,WEST 39 STREET,NW,10018,C5-3,40.753059,-73.987386,7/23/16,10/27/16,Midtown-Midtown South,1015265,1008140015,1011300,"(40.753059, -73.987386)"
mn-07-134106,Link1.0,Live,134106,mn-07-134106,Manhattan,6,107,2681 BROADWAY,WEST 102 STREET,WEST 103 STREET,NW,10025,C1-5,40.79865,-73.969093,6/20/17,7/20/17,Upper West Side,1056558,1018747501,1019100,"(40.79865, -73.969093)"
mn-05-135659,Link1.0,Live,135659,mn-05-135659,Manhattan,2,105,455 PARK AVENUE SOUTH,EAST 31 STREET,EAST 30 STREET,SE,10016,C6-4A,40.744984,-73.982723,4/14/18,2/4/19,Murray Hill-Kips Bay,1018348,1008860088,1007200,"(40.744984, -73.982723)"
mn-06-135857,Link1.0,Live,135857,mn-06-135857,Manhattan,2,106,140 3 AVENUE,EAST 15 STREET,EAST 14 STREET,SW,10003,C1-9A,40.733919,-73.986881,4/29/17,5/31/17,Gramercy,1084936,1008700024,1005000,"(40.733919, -73.986881)"
bk-01-146001,Link1.0,Live,146001,LINK-021265,Brooklyn,34,301,185 BERRY STREET,NORTH 4 STREET,NORTH 3 STREET,SW,11249,M1-2/R6B,40.71685,-73.960841,11/22/17,2/1/18,North Side-South Side,3062367,3023510006,3055300,"(40.71685, -73.960841)"
qu-01-125071,Link1.0,Live,125071,qu-01-125071,Queens,26,401,48-12 BROADWAY,NEWTON ROAD,48 STREET,SW,11103,C1-4,40.755764,-73.912336,4/22/17,5/18/17,Astoria,4013642,4007340038,4016100,"(40.755764, -73.912336)"
qu-04-136456,Link1.0,Live,136456,qu-04-136456,Queens,25,404,81-02 ROOSEVELT AVENUE,81 STREET,82 STREET,SW,11372,C1-3,40.74749,-73.88469,8/31/17,10/4/17,Elmhurst,4036860,4014920001,4026901,"(40.74749, -73.88469)"
bx-05-119738,Link5G_Ad,Live,119738,LINK-011459,Bronx,14,205,1780 UNIVERSITY AVENUE,UNIVERSITY AVENUE,HARRISON AVENUE,E,10453,C1-4,40.850245,-73.915169,7/14/22,10/18/22,University Heights-Morris Heights,2008521,2028680001,2024300,"(40.850245, -73.915169)"
mn-06-121695,Link1.0,Live,121695,mn-06-121695,Manhattan,5,106,1011 1 AVENUE,EAST 55 STREET,EAST 56 STREET,NW,10022,C1-5,40.757174,-73.963906,10/20/17,5/2/18,Turtle Bay-East Midtown,1039972,1013480023,1010800,"(40.757174, -73.963906)"
bk-09-155704,Link5G_Ad,Live,,,Brooklyn,35,309,1671 BEDFORD AVENUE,BEDFORD AVENUE,SULLIVAN PLACE,SE,11225,C2-3,40.665656,-73.956692,3/15/23,5/25/23,Crown Heights South,3034360,3013040018,323,"(40.665656, -73.956692)"
mn-10-138120,Link1.0,Live,138120,mn-10-138120,Manhattan,9,110,2491 FREDERICK DOUGLASS BOULEVARD,WEST 133 STREET,WEST 134 STREET,NW,10030,C1-4,40.815376,-73.947503,10/26/16,11/16/16,Central Harlem North-Polo Grounds,1059446,1019590001,1021500,"(40.815376, -73.947503)"
mn-04-134867,Link1.0,Live,134867,mn-04-134867,Manhattan,3,104,769 10 AVENUE,WEST 52 STREET,WEST 51 STREET,SW,10019,C6-3,40.765875,-73.991057,9/23/17,2/23/18,Clinton,1088274,1010800028,1013500,"(40.765875, -73.991057)"
bx-03-146043,Link1.0,Live,146043,LINK-020598,Bronx,17,203,871 BROOK AVENUE,3 AVENUE,EAST 161 STREET,NW,10451,C4-4,40.822519,-73.91069,1/14/18,4/24/18,Morrisania-Melrose,2001203,2023650029,2014100,"(40.822519, -73.91069)"
qu-09-127841,Link1.0,Live,127841,qu-09-127841,Queens,29,409,118-18 JAMAICA AVENUE,LEFFERTS BOULEVARD,MYRTLE AVENUE,SW,11418,C2-4,40.699888,-73.831131,5/12/17,6/26/17,Richmond Hill,4195916,4093280008,4012200,"(40.699888, -73.831131)"
mn-07-120936,Link1.0,Live,120936,mn-07-120936,Manhattan,6,107,157 COLUMBUS AVENUE,WEST 67 STREET,WEST 68 STREET,NE,10023,C4-7,40.774266,-73.98095,8/19/16,10/7/16,Lincoln Square,1028260,1011207501,1015300,"(40.774266, -73.98095)"
mn-07-135898,Link1.0,Live,135898,mn-07-135898,Manhattan,6,107,609 COLUMBUS AVENUE,WEST 90 STREET,WEST 89 STREET,SE,10024,C1-9,40.788832,-73.970335,2/26/18,5/21/18,Upper West Side,1031543,1012030001,1017300,"(40.788832, -73.970335)"
mn-11-106683,Link1.0,Live,106683,mn-11-106683,Manhattan,8,111,2172 3 AVENUE,EAST 119 STREET,EAST 118 STREET,SW,10035,C4-4D,40.799659,-73.938923,4/10/18,5/17/18,East Harlem North,1081471,1017670033,1018200,"(40.799659, -73.938923)"
qu-03-143034,Link1.0,Live,143034,qu-03-143034,Queens,25,403,72-01 ROOSEVELT AVENUE,72 STREET,73 STREET,NE,11372,C4-3,40.746707,-73.893448,7/8/17,8/24/17,Elmhurst-Maspeth,4029787,4012830072,4026500,"(40.746707, -73.893448)"
mn-12-120833,Link1.0,Live,120833,SC90239,Manhattan,10,112,4980 BROADWAY,WEST 211 STREET,WEST 212 STREET,SE,10034,R7-2,40.868141,-73.919267,2/7/22,6/23/22,Marble Hill-Inwood,1064999,1022430001,1030300,"(40.868141, -73.919267)"
mn-05-122878,Link1.0,Live,122878,mn-05-122878,Manhattan,4,105,2 WEST 49 STREET,5 AVENUE,6 AVENUE,SW,10020,C5-3,40.757958,-73.977926,4/2/17,10/20/17,Midtown-Midtown South,1034508,1012640040,1009600,"(40.757958, -73.977926)"
qu-02-145981,Link1.0,Live,145981,LINK-021680,Queens,26,402,43-01 48 AVENUE,43 STREET,44 STREET,NE,11377,C1-3,40.73968,-73.92207,10/14/17,3/15/18,Hunters Point-Sunnyside-West Maspeth,4002100,4001730001,4018502,"(40.73968, -73.92207)"
qu-02-124996,Link1.0,Live,124996,qu-02-124996,Queens,26,402,46-02 GREENPOINT AVENUE,46 STREET,47 STREET,SE,11104,C1-4,40.74218,-73.918733,2/25/17,3/9/17,Hunters Point-Sunnyside-West Maspeth,4001557,4001530013,4023500,"(40.74218, -73.918733)"
mn-12-120646,Link1.0,Live,120646,mn-12-120646,Manhattan,10,112,1340 ST. NICHOLAS AVENUE,WEST 177 STREET,WEST 178 STREET,NE,10033,C1-4,40.846771,-73.935456,12/6/17,2/20/18,Washington Heights South,1063231,1021330060,1026100,"(40.846771, -73.935456)"
mn-03-139623,Link1.0,Live,139623,mn-03-139623,Manhattan,2,103,401 EAST 12 STREET,1 AVENUE,AVENUE A,NE,10009,C1-5,40.729963,-73.983281,7/29/17,2/15/18,East Village,1083482,1004400001,1003400,"(40.729963, -73.983281)"
mn-06-138062,Link1.0,Live,138062,mn-06-138062,Manhattan,4,106,201 EAST 40 STREET,3 AVENUE,2 AVENUE,NE,10017,C5-3,40.749301,-73.974818,11/19/16,12/9/16,Turtle Bay-East Midtown,1037174,1013147502,1008800,"(40.749301, -73.974818)"
qu-04-124921,Link1.0,Live,124921,qu-04-124921,Queens,25,404,89-02 QUEENS BOULEVARD,56 AVENUE,HOFFMAN DRIVE,SE,11373,C1-3,40.734545,-73.874705,11/5/16,12/29/16,Elmhurst,4064743,4028550012,4047500,"(40.734545, -73.874705)"
mn-05-122148,Link1.0,Live,122148,mn-05-122148,Manhattan,4,105,719 7 AVENUE,WEST 48 STREET,WEST 47 STREET,SE,10036,C6-7T,40.759713,-73.984131,2/18/17,6/30/17,Midtown-Midtown South,1000000,1010000061,1012500,"(40.759713, -73.984131)"
mn-05-121596,Link1.0,Live,121596,mn-05-121596,Manhattan,4,105,360 LEXINGTON AVENUE,EAST 40 STREET,EAST 41 STREET,NW,10017,C5-3,40.750279,-73.977012,2/11/17,8/3/17,Murray Hill-Kips Bay,1036145,1012950017,1008000,"(40.750279, -73.977012)"
bk-06-145870,Link1.0,Live,145870,LINK-020785,Brooklyn,39,306,321 COURT STREET,DEGRAW STREET,SACKETT STREET,NE,11231,C2-4,40.68318,-73.995418,7/15/17,11/21/17,Carroll Gardens-Columbia Street-Red Hook,3006813,3004210002,3007500,"(40.68318, -73.995418)"
mn-04-136065,Link1.0,Live,136065,mn-04-136065,Manhattan,3,104,886 10 AVENUE,WEST 58 STREET,WEST 57 STREET,SE,10019,C2-7,40.769567,-73.988099,11/4/17,2/8/18,Clinton,1026899,1010670062,1013900,"(40.769567, -73.988099)"
mn-08-121049,Link1.0,Live,121049,mn-08-121049,Manhattan,4,108,36 EAST 84 STREET,MADISON AVENUE,PARK AVENUE,SE,10028,C5-1,40.779454,-73.959681,11/18/17,3/29/18,Upper East Side-Carnegie Hill,1046787,1014950049,1014200,"(40.779454, -73.959681)"
mn-05-121626,Link1.0,Live,121626,mn-05-121626,Manhattan,2,105,63 MADISON AVENUE,EAST 28 STREET,EAST 27 STREET,SE,10016,C5-3,40.743493,-73.985972,11/19/16,12/9/16,Hudson Yards-Chelsea-Flatiron-Union Square,1016889,1008570024,1005600,"(40.743493, -73.985972)"
mn-12-120667,Link1.0,Live,120667,mn-12-120667,Manhattan,10,112,1500 ST. NICHOLAS AVENUE,WEST 185 STREET,WEST 186 STREET,NE,10033,C1-4,40.851831,-73.931773,4/19/18,6/28/18,Washington Heights North,1063778,1021570033,1026900,"(40.851831, -73.931773)"
mn-06-138462,Link1.0,Live,138462,mn-06-138462,Manhattan,2,106,199 EAST 25 STREET,3 AVENUE,LEXINGTON AVENUE,NW,10010,C2-8,40.740246,-73.982383,4/23/16,5/17/16,Gramercy,1018109,1008810040,1006800,"(40.740246, -73.982383)"
mn-07-135446,Link1.0,Live,135446,mn-07-135446,Manhattan,6,107,733 AMSTERDAM AVENUE,WEST 96 STREET,WEST 95 STREET,SE,10025,C2-8,40.793867,-73.970376,3/23/18,11/24/20,Upper West Side,1032587,1012267502,1018100,"(40.793867, -73.970376)"
bx-05-119570,Link1.0,Live,119570,bx-05-119570,Bronx,14,205,100 EAST 188 STREET,EAST FORDHAM ROAD,MORRIS STREET,SE,10468,C4-4,40.862086,-73.899521,5/10/17,7/20/17,Fordham South,2013908,2031730029,2023703,"(40.862086, -73.899521)"
qu-12-141536,Link1.0,Live,141536,qu-12-141536,Queens,27,412,168-03 JAMAICA AVENUE,168 STREET,168 PLACE,NE,11432,C6-2,40.706507,-73.792368,8/18/16,9/28/16,Jamaica,4209645,4097990022,4046000,"(40.706507, -73.792368)"
