Site_ID,Planned_Kiosk_Type,Installation_Status,PPT_ID,Legacy_ID,Borough,Council_District,Community_Board,Street_Address,Cross_Street_1,Cross_Street_2,IxN_Corner,Postcode,Zoning,Latitude,Longitude,Installation_Complete,Activation_Complete,Neighborhood_Tabulation_Area_(NTA),Building_Identification_Number_(BIN),Borough-Block-Lot_(BBL),Census_Tract_(CT),Location
qu-13-160011,Link5G_NonAd,Live,,,Queens,31,413,241-01 135 AVENUE,242nd ST,241st ST,SW,11422,R2,40.6717,-73.73323,2/23/24,10/3/24,Rosedale,4283966,4132220001,,"(40.6717, -73.73323)"
bx-02-111492,Link1.0,Live,111492,LINK-010250,Bronx,17,202,948 EAST 163 STREET,KELLY STREET,INTERVALE AVENUE,SE,10459,C1-4,40.820902,-73.896055,2/12/22,5/2/22,Longwood,2005453,2027030018,2008700,"(40.820902, -73.896055)"
bx-07-145690,Link1.0,Live,145690,LINK-005579,Bronx,14,207,30 EAST KINGSBRIDGE ROAD,MORRIS AVENUE,JEROME AVENUE,SW,10468,C1-3,40.867038,-73.896537,8/27/16,11/8/16,Bedford Park-Fordham North,2014144,2031910043,2040100,"(40.867038, -73.896537)"
mn-03-139034,Link1.0,Live,139034,mn-03-139034,Manhattan,2,103,220 1 AVENUE,EAST 14 STREET,EAST 13 STREET,MIDBLOCK,10009,C1-7A,40.730767,-73.982847,2/17/18,5/17/18,East Village,1006010,1004410002,1003400,"(40.730767, -73.982847)"
mn-05-108039,Link1.0,Live,108039,mn-05-108039,Manhattan,3,105,1149 BROADWAY,WEST 27 STREET,WEST 26 STREET,NW,10001,M1-6,40.744243,-73.989016,10/1/16,11/8/16,Hudson Yards-Chelsea-Flatiron-Union Square,1015655,1008280051,1005800,"(40.744243, -73.989016)"
si-01-152115,Link1.0,Live,,,Staten Island,49,501,814 RICHMOND TERRACE,TYSEN STREET,CLINTON AVENUE,SE,10301,M1-1,40.644698,-74.099459,11/1/22,2/6/23,West New Brighton-New Brighton-St. George,5001742,5000700020,,"(40.644698, -74.099459)"
qu-01-146038,Link1.0,Live,146038,LINK-020984,Queens,22,401,35-19 31 AVENUE,36 STREET,35 STREET,NW,11103,C1-3,40.762564,-73.919579,12/15/17,3/8/18,Astoria,4009891,4006500001,4006300,"(40.762564, -73.919579)"
mn-07-120524,Link1.0,Live,120524,mn-07-120524,Manhattan,7,107,201 WEST 100 STREET,AMSTERDAM AVENUE,BROADWAY,NW,10025,C1-5,40.796737,-73.968647,7/28/16,10/10/16,Upper West Side,1056483,1018720029,1018700,"(40.796737, -73.968647)"
qu-03-132974,Link5G_Ad,Live,132974,85083,Queens,25,403,74-18 37 AVENUE,75th Street,74th Street,SW,11372,C4-3,40.748975,-73.89107,12/1/22,4/26/23,Jackson Heights,4029828,4012850040,,"(40.748975, -73.89107)"
mn-07-121247,Link1.0,Live,121247,mn-07-121247,Manhattan,6,107,2310 BROADWAY,WEST 84 STREET,WEST 83 STREET,SE,10024,C4-6A,40.786896,-73.977483,4/22/16,5/4/16,Upper West Side,1032790,1012310047,1017100,"(40.786896, -73.977483)"
mn-08-121023,Link1.0,Live,121023,mn-08-121023,Manhattan,5,108,1460 3 AVENUE,EAST 83 STREET,EAST 82 STREET,SW,10028,C1-9,40.776833,-73.955586,2/15/16,3/30/16,Upper East Side-Carnegie Hill,1047619,1015110033,1014000,"(40.776833, -73.955586)"
mn-05-108001,Link1.0,Live,108001,mn-05-108001,Manhattan,3,105,66 WEST 21 STREET,6 AVENUE,5 AVENUE,SE,10010,C6-2A,40.741502,-73.993593,4/14/18,5/21/18,Hudson Yards-Chelsea-Flatiron-Union Square,1015514,1008220076,1005400,"(40.741502, -73.993593)"
bx-01-123212,Link1.0,Live,123212,bx-01-123212,Bronx,17,201,2976A 3 AVENUE,EAST 153 STREET,EAST 154 STREET,NE,10455,C4-4,40.81856,-73.9143,1/21/17,3/30/17,Melrose South-Mott Haven North,2001180,2023630012,2007100,"(40.81856, -73.9143)"
qu-01-146039,Link1.0,Live,146039,LINK-020960,Queens,22,401,33-20 31 AVENUE,34 STREET,33 STREET,SW,11106,C1-3,40.763207,-73.921267,12/15/17,6/7/19,Astoria,4008904,4006230044,4006100,"(40.763207, -73.921267)"
mn-07-120641,Link1.0,Live,120641,mn-07-120641,Manhattan,7,107,1011 COLUMBUS AVENUE,CATHEDRAL PARKWAY,WEST 109 STREET,SE,10025,C2-5,40.801498,-73.961082,1/25/18,4/20/18,Morningside Heights,1055741,1018450003,1019300,"(40.801498, -73.961082)"
bx-05-111577,Link1.0,Live,111577,bx-05-111577,Bronx,14,205,111 EAST BURNSIDE AVENUE,CRESTON AVENUE,MORRIS AVENUE,NW,10453,C1-4,40.853028,-73.905076,4/15/17,6/13/17,Mount Hope,2013846,2031690059,2024100,"(40.853028, -73.905076)"
mn-04-137195,Link1.0,Live,137195,mn-04-137195,Manhattan,3,104,455 WEST 53 STREET,10 AVENUE,9 AVENUE,NE,10019,C6-2,40.766683,-73.99021,11/14/17,5/16/18,Clinton,1026754,1010630001,1013300,"(40.766683, -73.99021)"
qu-06-144552,Link5G_Ad,Live,144552,SC90558,Queens,29,406,96-70 QUEENS BOULEVARD,64th Road,63rd Drive,SW,11374,C4-2,40.729209,-73.860566,2/23/23,6/5/23,Rego Park,4072130,4030820071,,"(40.729209, -73.860566)"
mn-06-138570,Link1.0,Live,138570,mn-06-138570,Manhattan,4,106,245 EAST 40 STREET,2 AVENUE,TUNNEL EXIT STREET,NW,10017,C1-9,40.748673,-73.973326,11/4/17,4/4/18,Turtle Bay-East Midtown,1037175,1013140021,1008800,"(40.748673, -73.973326)"
mn-08-120996,Link1.0,Live,120996,mn-08-120996,Manhattan,4,108,1349 3 AVENUE,EAST 77 STREET,EAST 78 STREET,NE,10075,C1-9,40.773006,-73.958069,7/8/16,7/19/16,Lenox Hill-Roosevelt Island,1044096,1014320001,1013400,"(40.773006, -73.958069)"
qu-12-155917,Link1.0,Live,,,Queens,28,412,106-17 153rd STREET,153RD STREET,154TH STREET,SE,11433,C2-3,40.695872,-73.800395,11/1/22,2/28/23,South Jamaica,,4101210058,,"(40.695872, -73.800395)"
mn-05-122615,Link1.0,Live,122615,mn-05-122615,Manhattan,3,105,908 8 AVENUE,WEST 54 STREET,WEST 53 STREET,SE,10019,C6-4,40.764646,-73.984229,3/18/16,4/1/16,Midtown-Midtown South,1024832,1010257502,1013100,"(40.764646, -73.984229)"
bk-09-153615,Link1.0,Live,153615,,Brooklyn,35,309,145 MONTGOMERY STREET,MONTGOMERY STREET,CROWN STREET,NW,11225,C2-4,40.666415,-73.959578,9/21/22,11/11/22,Crown Heights South,3330786,3011900029,213,"(40.666415, -73.959578)"
bx-02-153487,Link5G_Ad,Live,153487,,Bronx,8,202,700 SOUTHERN BOULEVARD,SOUTHERN BOULEVARD,BRUCKNER BOULEVARD,NE,10455,C8-3,40.813436,-73.898846,7/9/22,10/11/22,Longwood,,2027290001,,"(40.813436, -73.898846)"
mn-05-137210,Link1.0,Live,137210,mn-05-137210,Manhattan,4,105,410 MADISON AVENUE,EAST 48 STREET,EAST 49 STREET,NW,10017,C5-3,40.756742,-73.97653,4/30/17,5/26/17,Midtown-Midtown South,1035437,1012840014,1009400,"(40.756742, -73.97653)"
qu-03-160025,Link5G_Ad,Live,,LINK-020890,Queens,25,403,81-20 NORTHERN BOULEVARD,82nd Street,81st Street,S,11372,C1-2,40.75543,-73.88559,2/6/24,4/12/24,Jackson Heights,,4012540006,,"(40.75543, -73.88559)"
mn-05-123077,Link1.0,Live,123077,mn-05-123077,Manhattan,2,105,100 EAST 22 STREET,PARK AVENUE,LEXINGTON AVENUE,SE,10010,C6-4A,40.739409,-73.986712,3/11/17,8/7/17,Gramercy,1018009,1008770089,1006800,"(40.739409, -73.986712)"
bk-09-127022,Link1.0,Live,127022,bk-09-127022,Brooklyn,40,309,1208 NOSTRAND AVENUE,HAWTHORNE STREET,WINTHROP STREET,SW,11225,C2-3,40.65774,-73.950407,2/17/17,3/7/17,Prospect Lefferts Gardens-Wingate,3115751,3050470039,3080200,"(40.65774, -73.950407)"
bx-05-119566,Link1.0,Live,119566,bx-05-119566,Bronx,14,205,1999 UNIVERSITY AVENUE,WEST 179 STREET,WEST BURNSIDE AVENUE,SE,10453,C2-4,40.854764,-73.911439,12/22/16,1/17/17,University Heights-Morris Heights,2014698,2032160060,2024502,"(40.854764, -73.911439)"
bx-05-119634,Link1.0,Live,119634,LINK-012901,Bronx,15,205,2505 WEBSTER AVENUE,E FORDHAM RD,E 189TH ST,MIDBLOCK,10458,C4-4,40.861272,-73.891991,3/3/22,5/3/22,Bedford Park-Fordham North,2011073,2030260037,2039902,"(40.861272, -73.891991)"
mn-08-120990,Link1.0,Live,120990,mn-08-120990,Manhattan,4,108,181 EAST 73 STREET,3 AVENUE,LEXINGTON AVENUE,NW,10021,C1-9,40.770545,-73.960254,3/5/16,3/29/16,Upper East Side-Carnegie Hill,1043046,1014080033,1012800,"(40.770545, -73.960254)"
mn-12-120798,Link1.0,Live,120798,LINK-011287,Manhattan,10,112,4058 BROADWAY,WEST 171 STREET,WEST 170 STREET,SE,10032,C2-4,40.843034,-73.939086,2/18/22,4/25/22,Washington Heights South,1063459,1021410001,1025300,"(40.843034, -73.939086)"
mn-07-134701,Link1.0,Live,134701,mn-07-134701,Manhattan,6,107,251 WEST 93 STREET,BROADWAY,WEST END AVENUE,NW,10025,C4-6A,40.792887,-73.973447,8/13/17,10/6/17,Upper West Side,1033644,1012410010,1017900,"(40.792887, -73.973447)"
mn-12-111623,Link1.0,Live,111623,mn-12-111623,Manhattan,10,112,1439 ST. NICHOLAS AVENUE,WEST 182 STREET,WEST 181 STREET,SW,10033,C1-4,40.849854,-73.933473,12/5/17,2/20/18,Washington Heights North,1063943,1021650011,1027100,"(40.849854, -73.933473)"
bx-01-146060,Link1.0,Live,146060,LINK-020548,Bronx,8,201,530 EAST 138 STREET,BROOK AVENUE,ST ANNS AVENUE,MIDBLOCK,10454,C1-4,40.807108,-73.918343,2/12/18,7/11/18,Mott Haven-Port Morris,2000040,2022650035,2002500,"(40.807108, -73.918343)"
bx-04-145687,Link1.0,Live,145687,LINK-005435,Bronx,8,204,1049 GERARD AVENUE,EAST 165 STREET,EAST 164 STREET,SW,10452,C1-4,40.831543,-73.922645,8/27/16,1/17/17,West Concourse,2002938,2024770015,2019500,"(40.831543, -73.922645)"
qu-09-145794,Link1.0,Live,145794,LINK-006987,Queens,29,409,82-37 KEW GARDENS ROAD,83 AVENUE,MOWBRAY DRIVE,NE,11415,C4-4,40.711072,-73.82816,3/11/17,4/5/17,Kew Gardens,4080168,4033600001,4021600,"(40.711072, -73.82816)"
mn-07-121275,Link1.0,Live,121275,mn-07-121275,Manhattan,6,107,454 COLUMBUS AVENUE,WEST 82 STREET,WEST 81 STREET,SW,10024,C1-8A,40.783825,-73.974249,2/9/18,4/4/18,Upper West Side,1032052,1012127501,1016500,"(40.783825, -73.974249)"
mn-06-138038,Link1.0,Live,138038,mn-06-138038,Manhattan,4,106,141 EAST 44 STREET,LEXINGTON AVENUE,3 AVENUE,MIDBLOCK,10017,C5-3,40.752636,-73.974717,12/12/17,7/31/18,Turtle Bay-East Midtown,1036175,1012990023,1009200,"(40.752636, -73.974717)"
qu-12-118521,Link1.0,Live,118521,85099,Queens,27,412,111-18 MERRICK BOULEVARD,111th Road,111th Avenue,,11433,C2-4/R5D,40.694055,-73.780952,11/7/22,2/23/23,,4217106,4102007501,4026400,"(40.694055, -73.780952)"
mn-10-131051,Link1.0,Live,131051,mn-10-131051,Manhattan,9,110,2097 FREDERICK DOUGLASS BOULEVARD,WEST 113 STREET,WEST 114 STREET,NW,10026,C1-4,40.802607,-73.956796,9/24/16,10/20/16,Central Harlem South,1055811,1018470053,1019702,"(40.802607, -73.956796)"
mn-05-122092,Link1.0,Live,122092,mn-05-122092,Manhattan,3,105,724 8 AVENUE,WEST 45 STREET,WEST 46 STREET,NE,10036,C6-4,40.759221,-73.988187,3/12/16,4/6/16,Midtown-Midtown South,1024718,1010170001,1011900,"(40.759221, -73.988187)"
mn-06-134654,Link1.0,Live,134654,mn-06-134654,Manhattan,2,106,412 3 AVENUE,EAST 29 STREET,EAST 30 STREET,NW,10016,C2-8,40.742736,-73.980459,5/13/17,6/7/17,Murray Hill-Kips Bay,1018223,1008840048,1007200,"(40.742736, -73.980459)"
mn-04-108085,Link1.0,Live,108085,mn-04-108085,Manhattan,3,104,100 WEST 26 STREET,6 AVENUE,7 AVENUE,SW,10001,C6-4X,40.744847,-73.991677,9/30/17,11/2/17,Hudson Yards-Chelsea-Flatiron-Union Square,1085978,1008010034,1009100,"(40.744847, -73.991677)"
qu-12-128104,Link5G_Ad,Live,128104,75017,Queens,27,412,116-52 FARMERS BOULEVARD,Linden Boulevard,Dunkirk Drive,,11412,C1-3,40.692091,-73.762522,12/14/22,2/15/23,St. Albans,4238205,4110590001,4052800,"(40.692091, -73.762522)"
mn-03-123419,Link5G_Ad,Live,123419,10100,Manhattan,2,103,191 AVENUE A,EAST 12TH STREET,EAST 11TH STREET,SW,10009,C2-5,40.729012,-73.98149,2/2/23,5/25/23,East Village,1077672,1004390028,,"(40.729012, -73.98149)"
mn-04-107976,Link1.0,Live,107976,mn-04-107976,Manhattan,3,104,184 11 AVENUE,WEST 24 STREET,WEST 23 STREET,NE,10011,C6-3,40.748842,-74.006704,9/24/17,5/7/18,Hudson Yards-Chelsea-Flatiron-Union Square,1012341,1006950001,1009900,"(40.748842, -74.006704)"
bk-03-145837,Link1.0,Live,145837,LINK-018105,Brooklyn,36,303,505 NOSTRAND AVENUE,FULTON STREET,HERKIMER STREET,MIDBLOCK,11216,C4-5D,40.679987,-73.949473,4/28/17,6/9/17,Crown Heights North,3053750,3018610001,3024700,"(40.679987, -73.949473)"
bx-02-145558,Link1.0,Live,145558,LINK-011141,Bronx,17,202,985 BRUCKNER BOULEVARD,BRUCKNER EXPRESSWAY EXIT 46 EB,HUNTS POINT AVENUE,MIDBLOCK,10459,C4-5X,40.820115,-73.89109,3/9/22,6/2/22,Hunts Point,2000000,2027350028,2008900,"(40.820115, -73.89109)"
mn-05-136186,Link1.0,Live,136186,mn-05-136186,Manhattan,2,105,435 PARK AVENUE SOUTH,EAST 30 STREET,EAST 29 STREET,E,10016,C6-4A,40.744259,-73.983248,9/24/17,4/24/18,Murray Hill-Kips Bay,1018294,1008850091,1007200,"(40.744259, -73.983248)"
mn-09-120554,Link1.0,Live,120554,mn-09-120554,Manhattan,7,109,1403 AMSTERDAM AVENUE,WEST 129 STREET,WEST 130 STREET,NE,10027,C1-4,40.81515,-73.954837,8/5/16,6/14/17,Manhattanville,1059604,1019690001,1021303,"(40.81515, -73.954837)"
mn-05-122593,Link1.0,Live,122593,mn-05-122593,Manhattan,3,105,830 8 AVENUE,WEST 50 STREET,WEST 51 STREET,NE,10019,C6-4,40.762331,-73.985923,4/16/16,4/27/16,Midtown-Midtown South,1024808,1010220001,1013100,"(40.762331, -73.985923)"
mn-03-123344,Link5G_Ad,Live,123344,9092,Manhattan,1,103,357 GRAND STREET,GRAND STREET,HESTER STREET,SE,10002,C1-5,40.716484,-73.989156,7/26/22,10/27/22,Chinatown,1004034,1003100020,1001600,"(40.716484, -73.989156)"
bx-01-118956,Link1.0,Live,118956,bx-01-118956,Bronx,17,201,2882 3 AVENUE,WESTCHESTER AVENUE,EAST 151 STREET,NE,10455,C4-4,40.816679,-73.916483,10/22/16,12/22/16,Melrose South-Mott Haven North,2001159,2023620001,2007100,"(40.816679, -73.916483)"
mn-06-121536,Link1.0,Live,121536,mn-06-121536,Manhattan,4,106,676 3 AVENUE,EAST 42 STREET,EAST 43 STREET,SW,10017,C5-3,40.751406,-73.974142,2/7/16,2/28/16,Turtle Bay-East Midtown,1036161,1012970033,1009200,"(40.751406, -73.974142)"
mn-05-136688,Link1.0,Live,136688,mn-05-136688,Manhattan,4,105,302 5 AVENUE,WEST 31 STREET,WEST 32 STREET,NW,10001,C5-2,40.74672,-73.985936,3/18/17,5/10/17,Midtown-Midtown South,1015816,1008330038,1007600,"(40.74672, -73.985936)"
mn-09-120442,Link1.0,Live,120442,mn-09-120442,Manhattan,7,109,576 WEST 150 STREET,BROADWAY,AMSTERDAM AVENUE,SE,10031,C1-4,40.829341,-73.947647,10/28/17,3/12/18,Hamilton Heights,1062124,1020810061,1023300,"(40.829341, -73.947647)"
qu-12-157659,Link1.0,Live,157659,,Queens,27,412,99-20 189 STREET,189TH STREET,188TH STREET,NW,11423,M1-1,40.708248,-73.768953,8/4/22,9/22/22,St. Albans,4220604,4103530110,,"(40.708248, -73.768953)"
bk-03-127093,Link1.0,Live,127093,bk-03-127093,Brooklyn,36,303,1805 FULTON STREET,PATCHEN AVENUE,SUMPTER STREET,NW,11233,C2-4,40.679143,-73.925474,12/22/16,1/17/17,Crown Heights North,3047942,3016970001,3038100,"(40.679143, -73.925474)"
qu-02-137493,Link1.0,Live,137493,8060,Queens,26,402,51-05 SKILLMAN AVENUE,51st Street,52nd Street,MIDBLOCK,11377,C1-3,40.746058,-73.913056,10/29/22,6/9/23,Hunters Point-Sunnyside-West Maspeth,4000887,4001280072,,"(40.746058, -73.913056)"
si-01-125537,Link1.0,Live,125537,LINK-001810,Staten Island,49,501,600 FOREST AVENUE,FOREST AVENUE,MORRISON AVENUE,S,10310,C1-1,40.6299,-74.10914,5/13/24,9/23/24,New Brighton-Silver Lake,5007680,5002860001,5012100,"(40.6299, -74.10914)"
qu-01-140339,Link1.0,Live,140339,qu-01-140339,Queens,26,401,47-16 BROADWAY,48 STREET,47 STREET,SW,11103,C1-4,40.756073,-73.912975,7/16/19,7/24/19,Astoria,4013130,4007230040,4016100,"(40.756073, -73.912975)"
mn-06-138284,Link1.0,Live,138284,mn-06-138284,Manhattan,2,106,137 EAST 24 STREET,LEXINGTON AVENUE,3 AVENUE,NE,10010,C5-2,40.740092,-73.983925,3/19/17,5/5/17,Gramercy,1086514,1008800024,1006800,"(40.740092, -73.983925)"
bk-01-145859,Link1.0,Live,145859,LINK-020767,Brooklyn,33,301,475 MANHATTAN AVENUE,ECKFORD STREET,NEWTON STREET,MIDBLOCK,11222,M1-2/R6,40.720111,-73.947627,6/30/17,8/15/17,Greenpoint,3067788,3027120001,3049900,"(40.720111, -73.947627)"
mn-02-123611,Link1.0,Live,123611,mn-02-123611,Manhattan,3,102,482 HUDSON STREET,GROVE STREET,BARROW STREET,SE,10014,C1-6,40.732308,-74.006415,11/5/16,1/18/17,West Village,1009852,1005850012,1007300,"(40.732308, -74.006415)"
bx-02-157804,Link5G_Ad,Live,157804,,Bronx,17,202,1390 RANDALL AVENUE,HALLECK STREET,DRAKE STREET,SW,10474,M1-2,40.812779,-73.881469,6/30/22,12/9/22,Hunts Point,2097267,2027690193,,"(40.812779, -73.881469)"
mn-08-121734,Link1.0,Live,121734,mn-08-121734,Manhattan,4,108,991 3 AVENUE,EAST 59 STREET,EAST 60 STREET,NE,10022,C5-2,40.761604,-73.966388,2/27/16,3/29/16,Lenox Hill-Roosevelt Island,1043336,1014140001,1011000,"(40.761604, -73.966388)"
mn-09-111651,Link1.0,Live,111651,mn-09-111651,Manhattan,7,109,3536 BROADWAY,WEST 145 STREET,WEST 144 STREET,SE,10031,C1-4,40.82609,-73.950482,6/24/16,7/14/16,Hamilton Heights,1061922,1020760061,1022900,"(40.82609, -73.950482)"
mn-09-120565,Link1.0,Live,120565,mn-09-120565,Manhattan,7,109,1722 AMSTERDAM AVENUE,WEST 145 STREET,WEST 146 STREET,NW,10031,C1-4,40.825419,-73.947604,6/24/16,2/1/17,Hamilton Heights,1061940,1020770030,1022900,"(40.825419, -73.947604)"
bk-17-126271,Link1.0,Live,126271,bk-17-126271,Brooklyn,45,317,4802 CHURCH AVENUE,EAST 48 STREET,EAST 49 STREET,SE,11203,C1-2,40.65159,-73.932187,11/17/17,7/24/18,East Flatbush-Farragut,3102784,3046960001,3086000,"(40.65159, -73.932187)"
mn-07-121208,Link1.0,Live,121208,mn-07-121208,Manhattan,6,107,376 AMSTERDAM AVENUE,WEST 77 STREET,WEST 78 STREET,SW,10024,C2-7A,40.78241,-73.979,2/17/18,9/14/20,Upper West Side,1030888,1011697501,1016300,"(40.78241, -73.979)"
mn-07-121232,Link1.0,Live,121232,mn-07-121232,Manhattan,6,107,2202 BROADWAY,WEST 79 STREET,WEST 78 STREET,NE,10024,C4-6A,40.783191,-73.980253,4/19/16,5/12/16,Upper West Side,1079386,1011700012,1016700,"(40.783191, -73.980253)"
mn-05-122305,Link1.0,Live,122305,mn-05-122305,Manhattan,3,105,500 8 AVENUE,WEST 35 STREET,WEST 36 STREET,NE,10018,M1-6,40.752949,-73.992762,4/26/16,5/12/16,Midtown-Midtown South,1014421,1007850001,1010900,"(40.752949, -73.992762)"
mn-07-120509,Public Payphones,Live,120509,SC90271,Manhattan,6,107,841 WEST END AVENUE,,,,10025,R8,40.798583,-73.970917,12/1/71,12/1/71,Upper West Side,1057155,1018897502,1018700,"(40.798583, -73.970917)"
bk-01-146050,Link1.0,Live,146050,LINK-021137,Brooklyn,34,301,2 POWERS STREET,UNION AVENUE,LORIMER STREET,SE,11211,C2-4,40.711666,-73.951026,12/19/17,3/30/18,North Side-South Side,3323015,3027790004,3051300,"(40.711666, -73.951026)"
bk-02-126904,Link1.0,Live,126904,bk-02-126904,Brooklyn,33,302,128 MONTAGUE STREET,HENRY STREET,CLINTON STREET,SE,11201,C1-3,40.694726,-73.994227,11/10/17,11/2/20,Brooklyn Heights-Cobble Hill,3002077,3002490025,3000502,"(40.694726, -73.994227)"
bx-01-145820,Link1.0,Live,145820,LINK-018221,Bronx,8,201,140 EAST 144 STREET,GERARD AVENUE,WALTON AVENUE,SW,10451,M1-4/R8A,40.816752,-73.929243,4/7/17,7/20/17,West Concourse,2000000,2023450026,2006300,"(40.816752, -73.929243)"
mn-06-136985,Link1.0,Live,136985,mn-06-136985,Manhattan,5,106,1026 2 AVENUE,EAST 54 STREET,EAST 55 STREET,NE,10022,C1-9,40.757417,-73.966528,1/27/18,4/11/18,Turtle Bay-East Midtown,1039939,1013470002,1010800,"(40.757417, -73.966528)"
bx-05-159988,Link5G_Ad,Live,,,Bronx,15,205,363 EAST 180 STREET,E 180TH STREET,E 181ST STREET,W,10457,C2-4,40.8505,-73.89941,12/18/23,4/8/24,Mount Hope,,2031420001,,"(40.8505, -73.89941)"
mn-09-134377,Link1.0,Live,134377,mn-09-134377,Manhattan,7,109,2868 BROADWAY,WEST 111 STREET,WEST 112 STREET,MIDBLOCK,10025,C1-4,40.804959,-73.965902,7/18/17,8/18/17,Morningside Heights,1075433,1018837501,1019900,"(40.804959, -73.965902)"
bk-01-126659,Link1.0,Live,126659,bk-01-126659,Brooklyn,34,301,2 GRAHAM AVENUE,FLUSHING AVENUE,DEBEVOISE STREET,SE,11206,C4-3,40.70099,-73.94209,4/12/23,6/5/23,East Williamsburg,3326061,3031270001,3049100,"(40.70099, -73.94209)"
mn-04-123656,Link1.0,Live,123656,mn-04-123656,Manhattan,3,104,327 8 AVENUE,WEST 26 STREET,WEST 27 STREET,NW,10001,C4-5,40.747377,-73.997127,4/26/16,5/12/16,Hudson Yards-Chelsea-Flatiron-Union Square,1082792,1007510001,1009700,"(40.747377, -73.997127)"
bk-08-145832,Link1.0,Live,145832,LINK-019368,Brooklyn,35,308,737 NOSTRAND AVENUE,STERLING PLACE,ST JOHNS PLACE,MIDBLOCK,11216,C2-4,40.672114,-73.950214,3/24/17,4/28/17,Crown Heights North,3031977,3012480107,3031702,"(40.672114, -73.950214)"
mn-06-139110,Link1.0,Live,139110,mn-06-139110,Manhattan,4,106,880 3 AVENUE,EAST 53 STREET,EAST 54 STREET,NW,10022,C6-6,40.757851,-73.969436,7/29/17,10/25/17,Turtle Bay-East Midtown,1036473,1013080033,1010000,"(40.757851, -73.969436)"
mn-01-122911,Link1.0,Live,122911,mn-01-122911,Manhattan,1,101,227 CHURCH STREET,WORTH STREET,THOMAS STREET,SE,10007,C6-4,40.716939,-74.006222,3/3/18,5/2/18,SoHo-TriBeCa-Civic Center-Little Italy,1085517,1001520013,1003300,"(40.716939, -74.006222)"
mn-06-121795,Link1.0,Live,121795,mn-06-121795,Manhattan,4,106,944 2 AVENUE,EAST 50 STREET,EAST 51 STREET,NE,10022,C1-9,40.755015,-73.968276,5/19/18,2/1/19,Turtle Bay-East Midtown,1085119,1013437503,1009800,"(40.755015, -73.968276)"
mn-01-138618,Link1.0,Live,138618,mn-01-138618,Manhattan,1,101,201 HUDSON STREET,DESBROSSES STREET,CANAL STREET,SW,10013,C6-2A,40.723404,-74.008084,8/5/17,11/15/17,SoHo-TriBeCa-Civic Center-Little Italy,1002933,1002250008,1003900,"(40.723404, -74.008084)"
mn-02-128511,Link1.0,Live,128511,mn-02-128511,Manhattan,3,102,74 8 AVENUE,WEST 14 STREET,GREENWICH AVENUE,SE,10011,C6-2A,40.739447,-74.0026,3/11/16,4/15/16,West Village,1080215,1006180005,1007700,"(40.739447, -74.0026)"
bx-01-146065,Link1.0,Live,146065,LINK-020599,Bronx,17,201,844 ST. ANN'S AVENUE,EAST 161 STREET,EAST 159 STREET,SE,10456,M1-1,40.822338,-73.909427,3/4/18,4/19/18,Melrose South-Mott Haven North,2004358,2026190010,2007100,"(40.822338, -73.909427)"
qu-02-145926,Link1.0,Live,145926,LINK-019776,Queens,26,402,27-35 JACKSON AVENUE,DUTCH KILLS STREET,QUEENS STREET,MIDBLOCK,11101,M1-5/R9,40.748104,-73.939952,9/16/17,10/18/17,Hunters Point-Sunnyside-West Maspeth,4005127,4004320008,4001900,"(40.748104, -73.939952)"
bx-05-119615,Link1.0,Live,119615,LINK-011721,Bronx,14,205,2201 JEROME AVENUE,WEST 182 STREET,EAST 182 STREET,NW,10453,C8-3,40.857222,-73.904743,11/19/21,4/28/22,Fordham South,2014209,2031960038,2023900,"(40.857222, -73.904743)"
mn-07-145539,Link1.0,Live,145539,mn-07-145539,Manhattan,6,107,625 COLUMBUS AVENUE,WEST 90 STREET,WEST 91 STREET,NE,10024,C1-9,40.789182,-73.970075,2/14/18,6/5/18,Upper West Side,1031595,1012040001,1017700,"(40.789182, -73.970075)"
qu-01-125132,Link1.0,Live,125132,qu-01-125132,Queens,22,401,32-04 30 AVENUE,32 STREET,33 STREET,SE,11102,C4-2A,40.766386,-73.920459,5/6/17,7/10/17,Astoria,4008549,4006160034,4006300,"(40.766386, -73.920459)"
bk-09-145844,Link1.0,Live,145844,LINK-019371,Brooklyn,40,309,317 LEFFERTS AVENUE,NOSTRAND AVENUE,NEW YORK AVENUE,NE,11225,C1-3,40.662438,-73.950605,5/6/17,6/14/17,Prospect Lefferts Gardens-Wingate,3035092,3013210001,3032900,"(40.662438, -73.950605)"
bx-05-119644,Link1.0,Live,119644,LINK-011361,Bronx,15,205,333 EAST 181 STREET,TIEBOUT AVENUE,WEBSTER AVENUE,,10457,R7-1,40.85397,-73.898365,7/28/22,9/12/22,Mount Hope,2013375,2031440045,2037900,"(40.85397, -73.898365)"
qu-04-145774,Link1.0,Live,145774,LINK-018138,Queens,25,404,90-02 QUEENS BOULEVARD,57 AVENUE,WOODHAVEN BOULEVARD,SE,11373,C1-2,40.733889,-73.872709,3/4/17,3/20/17,Elmhurst,4064869,4028570036,4047500,"(40.733889, -73.872709)"
mn-02-123547,Link1.0,Live,123547,mn-02-123547,Manhattan,3,102,120 WEST 14 STREET,6 AVENUE,7 AVENUE,SW,10011,C6-2A,40.737805,-73.998106,9/17/16,12/9/16,West Village,1010639,1006090023,1007100,"(40.737805, -73.998106)"
