Site ID,Planned Kiosk Type,Installation Status,Street Address,Location,Borough,Installation Complete
mn-04-122616,Link1.0,Live,911 8 AVENUE,"(40.764933, -73.984333)",Manhattan,03/06/2016
bk-02-145752,Link1.0,Live,710 FULTON STREET,"(40.685787, -73.97332)",Brooklyn,03/02/2017
bx-05-159988,Link5G_Ad,Live,363 EAST 180 STREET,"(40.8505, -73.89941)",Bronx,12/18/2023
mn-11-137841,Link1.0,Live,2239 3 AVENUE,"(40.80154, -73.937249)",Manhattan,02/27/2016
mn-07-120927,Link1.0,Live,147 COLUMBUS AVENUE,"(40.773657, -73.981404)",Manhattan,08/11/2016
bk-02-126565,Link1.0,Live,605 FULTON STREET,"(40.688851, -73.980613)",Brooklyn,11/13/2016
bx-07-119874,Link1.0,Live,56 WEST KINGSBRIDGE ROAD,"(40.867829, -73.899576)",Bronx,07/01/2016
mn-01-122285,Link1.0,Live,30 VARICK STREET,"(40.720568, -74.006556)",Manhattan,08/01/2018
mn-08-137205,Link1.0,Live,16 EAST 60 STREET,"(40.764254, -73.971198)",Manhattan,11/19/2016
bx-05-145839,Link1.0,Live,69 EAST 176 STREET,"(40.84833, -73.9099)",Bronx,04/22/2017
mn-08-119826,Link1.0,Live,1530 3 AVENUE,"(40.779038, -73.95398)",Manhattan,03/05/2016
mn-09-134826,Link1.0,Live,598 WEST 146 STREET,"(40.826928, -73.949868)",Manhattan,10/28/2017
qu-12-141538,Link1.0,Live,162-02 JAMAICA AVENUE,"(40.704216, -73.797743)",Queens,12/20/2016
bx-01-146083,Link1.0,Live,296 WILLIS AVENUE,"(40.810255, -73.921923)",Bronx,05/02/2018
bx-05-119634,Link1.0,Live,2505 WEBSTER AVENUE,"(40.861272, -73.891991)",Bronx,03/03/2022
si-02-145826,Link1.0,Live,1678 RICHMOND ROAD,"(40.589032, -74.101684)",Staten Island,04/10/2017
bx-02-145558,Link1.0,Live,985 BRUCKNER BOULEVARD,"(40.820115, -73.89109)",Bronx,03/09/2022
mn-08-134746,Link1.0,Live,238 EAST 86 STREET,"(40.778141, -73.952594)",Manhattan,11/04/2016
mn-05-144692,Link1.0,Live,737 7 AVENUE,"(40.760326, -73.983693)",Manhattan,05/13/2017
mn-07-120392,Link1.0,Live,234 WEST 104 STREET,"(40.79963, -73.96797)",Manhattan,10/14/2016
mn-05-134122,Link1.0,Live,488 MADISON AVENUE,"(40.758649, -73.975143)",Manhattan,03/18/2017
mn-07-121406,Public Payphones,Live,621 WEST END AVENUE,"(40.791576, -73.976024)",Manhattan,12/01/1971
mn-08-121038,Link1.0,Live,29 EAST 76 STREET,"(40.774498, -73.963723)",Manhattan,01/27/2018
si-02-145823,Link1.0,Live,2271 HYLAN BOULEVARD,"(40.575553, -74.104816)",Staten Island,04/10/2017
mn-05-121798,LINK1.0,Removed Pending Reinstall,133 EAST 55 STREET,"(40.759807, -73.970369)",Manhattan,01/28/2017
mn-09-120412,Link1.0,Live,3300 BROADWAY,"(40.818813, -73.955796)",Manhattan,04/07/2017
mn-03-122032,Link1.0,Live,418 EAST 14 STREET,"(40.730878, -73.981659)",Manhattan,03/19/2017
bk-03-145815,Link1.0,Live,1373 FULTON STREET,"(40.680273, -73.946155)",Brooklyn,03/24/2017
BK-04-159995,Link5G_Ad,Live,150 STANHOPE STREET,"(40.698839, -73.922181)",Brooklyn,11/30/2023
mn-07-121100,Link1.0,Live,674 AMSTERDAM AVENUE,"(40.792035, -73.971979)",Manhattan,12/01/2016
si-01-125525,Link5G_Ad,Live,1161 VICTORY BOULEVARD,"(40.616644, -74.103351)",Staten Island,10/20/2022
qu-03-143455,Link1.0,Live,81-02 37 AVENUE,"(40.749606, -73.885072)",Queens,08/19/2017
mn-05-122522,Link1.0,Live,1767 BROADWAY,"(40.766175, -73.981988)",Manhattan,05/26/2016
bk-01-145864,Link1.0,Live,1133 MANHATTAN AVENUE,"(40.736913, -73.955453)",Brooklyn,07/01/2017
mn-04-108148,Link1.0,Live,300 WEST 48 STREET,"(40.761073, -73.987251)",Manhattan,03/06/2016
si-02-145738,Link1.0,Live,2754 HYLAN BOULEVARD,"(40.564789, -74.115318)",Staten Island,02/19/2017
mn-07-134112,Link1.0,Live,2736 BROADWAY,"(40.8003, -73.967833)",Manhattan,08/25/2017
mn-10-119952,Link1.0,Live,201 WEST 125 STREET,"(40.809186, -73.948591)",Manhattan,10/26/2016
mn-08-120986,Link1.0,Live,1172 3 AVENUE,"(40.767331, -73.962523)",Manhattan,03/19/2016
mn-10-145541,Link1.0,Live,2926 FREDERICK DOUGLASS BOULEVARD,"(40.829002, -73.937279)",Manhattan,06/05/2018
mn-12-120797,Link1.0,Live,4080 BROADWAY,"(40.843994, -73.938895)",Manhattan,02/15/2022
qu-12-124543,Link1.0,Live,142-82 ROCKAWAY BOULEVARD,"(40.673311, -73.795796)",Queens,10/28/2022
mn-10-137852,Link1.0,Live,1995 ADAM CLAYTON POWELL JR. BOULEVARD,"(40.805615, -73.950557)",Manhattan,12/06/2016
mn-07-135581,Link1.0,Live,782 AMSTERDAM AVENUE,"(40.795544, -73.969419)",Manhattan,06/30/2017
mn-06-143917,Link1.0,Live,139 EAST 58 STREET,"(40.761559, -73.968391)",Manhattan,11/23/2016
mn-05-137879,Link1.0,Live,96 5 AVENUE,"(40.736639, -73.993282)",Manhattan,09/30/2017
mn-05-123299,Link1.0,Live,50 LEXINGTON AVENUE,"(40.74031, -73.984279)",Manhattan,02/04/2017
qu-12-123858,Link5G_Ad,Live,115-01 FARMERS BOULEVARD,"(40.695975, -73.761234)",Queens,11/30/2022
bk-01-146006,Link1.0,Live,175 GRAND STREET,"(40.714498, -73.961096)",Brooklyn,11/30/2017
bx-01-118942,Link1.0,Live,2922 3 AVENUE,"(40.817446, -73.915574)",Bronx,10/22/2016
bk-09-155198,Link1.0,Live,621 RUTLAND ROAD,"(40.660103, -73.939963)",Brooklyn,09/21/2022
mn-10-120058,Link1.0,Live,200 WEST 143 STREET,"(40.820406, -73.940304)",Manhattan,08/13/2017
qu-01-108373,Link1.0,Live,29-01 BROADWAY,"(40.76272, -73.926808)",Queens,05/06/2017
bx-01-145820,Link1.0,Live,140 EAST 144 STREET,"(40.816752, -73.929243)",Bronx,04/07/2017
mn-05-122591,Link1.0,Live,270 WEST 47 STREET,"(40.760283, -73.987313)",Manhattan,07/29/2017
mn-03-115304,Link1.0,Live,19 1 AVENUE,"(40.72358, -73.98839)",Manhattan,04/02/2017
mn-04-142000,Link1.0,Live,831 8 AVENUE,"(40.762431, -73.986156)",Manhattan,05/14/2016
mn-02-123606,Link1.0,Live,98 KING STREET,"(40.727978, -74.006987)",Manhattan,03/11/2017
mn-04-135171,Link1.0,Live,89 9 AVENUE,"(40.742419, -74.004444)",Manhattan,10/17/2020
mn-07-144086,Link1.0,Live,58 WEST 72 STREET,"(40.777241, -73.978629)",Manhattan,05/31/2018
mn-04-133655,Link1.0,Live,252 8 AVENUE,"(40.745039, -73.998529)",Manhattan,05/26/2017
qu-04-142877,Link1.0,Live,88-02 QUEENS BOULEVARD,"(40.734923, -73.87546)",Queens,10/14/2017
mn-04-123537,Link1.0,Live,61 7 AVENUE,"(40.738667, -73.999476)",Manhattan,04/07/2018
mn-04-137007,Link1.0,Live,126 8 AVENUE,"(40.741123, -74.00137)",Manhattan,04/30/2017
bk-09-130021,Link1.0,Live,991 NOSTRAND AVENUE,"(40.664166, -73.95092)",Brooklyn,02/23/2017
bk-04-159465,Link1.0,Live,471 WILSON AVENUE,"(40.692899, -73.911892)",Brooklyn,07/30/2022
bx-01-119027,Link1.0,Live,718 EAST 149 STREET,"(40.813128, -73.908991)",Bronx,05/17/2018
mn-05-139462,Link1.0,Live,828 8 AVENUE,"(40.762151, -73.986052)",Manhattan,03/06/2016
qu-01-146036,Link1.0,Live,41-19 31 AVENUE,"(40.760686, -73.91557)",Queens,12/15/2017
bx-07-119718,Link1.0,Live,300 EAST 204 STREET,"(40.872944, -73.878639)",Bronx,12/10/2021
mn-07-121300,Link1.0,Live,2255 BROADWAY,"(40.785135, -73.979246)",Manhattan,10/14/2016
qu-01-146089,Link1.0,Live,30-01 ASTORIA BOULEVARD,"(40.77036, -73.918895)",Queens,05/19/2018
bx-01-116238,Link1.0,Live,460 WILLIS AVENUE,"(40.813998, -73.919171)",Bronx,01/14/2018
mn-05-121579,Link1.0,Live,101 EAST 32 STREET,"(40.74574, -73.981987)",Manhattan,02/17/2018
bk-04-155147,Link1.0,Live,222 PALMETTO STREET,"(40.695004, -73.915407)",Brooklyn,07/18/2022
mn-06-139576,Link1.0,Live,850 3 AVENUE,"(40.756577, -73.97047)",Manhattan,05/19/2018
mn-09-134427,Link1.0,Live,1865 AMSTERDAM AVENUE,"(40.829733, -73.9442)",Manhattan,03/15/2018
bx-07-111272,Link1.0,Live,9 WEST 183 STREET,"(40.858572, -73.904356)",Bronx,12/09/2021
bk-08-146008,Link1.0,Live,437 PARK PLACE,"(40.675659, -73.963553)",Brooklyn,12/02/2017
qu-01-146088,Link1.0,Live,25-35 ASTORIA BOULEVARD,"(40.771055, -73.921496)",Queens,05/19/2018
mn-04-108137,Link1.0,Live,301 WEST 30 STREET,"(40.749827, -73.995525)",Manhattan,04/19/2016
qu-01-145957,Link1.0,Live,43-60 NORTHERN BOULEVARD,"(40.753746, -73.917703)",Queens,09/30/2017
qu-02-124974,Link1.0,Live,48-20 SKILLMAN AVENUE,"(40.746202, -73.915445)",Queens,11/12/2022
bk-01-146013,Link1.0,Live,115 NORTH 6 STREET,"(40.718187, -73.959688)",Brooklyn,11/30/2017
bk-01-108703,Link1.0,Live,213 UNION AVENUE,"(40.706822, -73.950529)",Brooklyn,12/19/2017
bk-16-160026,Link5G_NonAd,Live,98 BELMONT AVENUE,"(40.66895, -73.90645)",Brooklyn,02/08/2024
mn-07-121315,Link1.0,Live,2135 BROADWAY,"(40.780993, -73.981523)",Manhattan,10/01/2019
bx-01-146044,Link1.0,Live,3125 3 AVENUE,"(40.822022, -73.911953)",Bronx,01/14/2018
mn-06-134559,Link1.0,Live,378 3 AVENUE,"(40.741536, -73.981333)",Manhattan,06/20/2018
mn-04-123501,Link1.0,Live,232 8 AVENUE,"(40.744403, -73.998993)",Manhattan,03/11/2016
bk-01-145859,Link1.0,Live,475 MANHATTAN AVENUE,"(40.720111, -73.947627)",Brooklyn,06/30/2017
bx-02-145581,Link1.0,Live,501 BRUCKNER BOULEVARD,"(40.8101, -73.902862)",Bronx,12/09/2021
mn-02-123117,Link1.0,Live,263 6 AVENUE,"(40.729558, -74.002385)",Manhattan,03/10/2018
mn-04-134100,Link1.0,Live,711 6 AVENUE,"(40.742828, -73.993003)",Manhattan,02/12/2018
bx-04-119146,Link1.0,Live,135 EAST 149 STREET,"(40.818942, -73.92837)",Bronx,05/12/2016
mn-04-136381,Link1.0,Live,734 10 AVENUE,"(40.764786, -73.99159)",Manhattan,09/23/2017
mn-12-156294,Link1.0,Live,500 WEST 211TH STREET,"(40.867058, -73.917291)",Manhattan,08/31/2022
mn-06-121536,Link1.0,Live,676 3 AVENUE,"(40.751406, -73.974142)",Manhattan,02/07/2016
mn-08-121021,Link1.0,Live,1495 3 AVENUE,"(40.777561, -73.954752)",Manhattan,02/26/2016
bk-08-146084,Link1.0,Live,720 FRANKLIN AVENUE,"(40.674039, -73.956826)",Brooklyn,04/28/2018
si-02-145729,Link1.0,Live,291 NEW DORP LANE,"(40.5721, -74.112674)",Staten Island,02/19/2017
mn-06-121680,Link1.0,Live,400 EAST 51 STREET,"(40.754371, -73.96565)",Manhattan,04/18/2018
mn-05-107819,Link1.0,Live,740 8 AVENUE,"(40.75967, -73.987786)",Manhattan,03/12/2016
bx-05-159986,Link5G_Ad,Live,117A FEATHERBED LANE,"(40.84628, -73.9193)",Bronx,12/19/2023
mn-05-122593,Link1.0,Live,830 8 AVENUE,"(40.762331, -73.985923)",Manhattan,04/16/2016
mn-11-106683,Link1.0,Live,2172 3 AVENUE,"(40.799659, -73.938923)",Manhattan,04/10/2018
bk-01-126657,Link1.0,Live,46 GRAHAM AVENUE,"(40.702247, -73.942287)",Brooklyn,07/01/2017
mn-05-134631,Link1.0,Live,407 PARK AVENUE SOUTH,"(40.743395, -73.983878)",Manhattan,02/24/2018
bx-01-145688,Link1.0,Live,518 GERARD AVENUE,"(40.818886, -73.929213)",Bronx,08/27/2016
mn-07-120936,Link1.0,Live,157 COLUMBUS AVENUE,"(40.774266, -73.98095)",Manhattan,08/19/2016
si-02-145735,Link1.0,Live,1220 HYLAN BOULEVARD,"(40.598002, -74.08305)",Staten Island,02/19/2017
mn-07-133391,Link1.0,Live,216 WEST 89 STREET,"(40.790053, -73.974767)",Manhattan,06/24/2016
mn-06-137452,Link1.0,Live,685 2 AVENUE,"(40.746868, -73.97452)",Manhattan,09/24/2017
bk-14-145754,Link1.0,Live,741 FLATBUSH AVENUE,"(40.654704, -73.959568)",Brooklyn,03/03/2017
mn-03-108323,Link1.0,Live,73 2 AVENUE,"(40.726471, -73.989351)",Manhattan,09/02/2016
mn-08-135869,Link1.0,Live,1208 1 AVENUE,"(40.763433, -73.959039)",Manhattan,03/23/2018
mn-07-133371,Link1.0,Live,481 COLUMBUS AVENUE,"(40.784612, -73.973407)",Manhattan,04/30/2018
qu-03-111054,Link1.0,Live,87-15 ROOSEVELT AVENUE,"(40.748253, -73.878716)",Queens,07/08/2017
qu-12-152551,Link1.0,Live,122-01 MERRICK BOULEVARD,"(40.683557, -73.769086)",Queens,11/04/2022
mn-06-134831,Link1.0,Live,444 2 AVENUE,"(40.739647, -73.979466)",Manhattan,08/09/2018
mn-10-119980,Link1.0,Live,2109 FREDERICK DOUGLASS BOULEVARD,"(40.803024, -73.956488)",Manhattan,09/17/2016
qu-01-145934,Link1.0,Live,33-20 30 AVENUE,"(40.765785, -73.919173)",Queens,09/16/2017
mn-06-136296,Link1.0,Live,585 2 AVENUE,"(40.743659, -73.976843)",Manhattan,10/20/2017
bk-01-138951,Link1.0,Live,15 DEBEVOISE STREET,"(40.701668, -73.942489)",Brooklyn,07/01/2017
mn-05-121662,Link1.0,Live,330 MADISON AVENUE,"(40.753003, -73.979246)",Manhattan,04/02/2017
bk-02-134976,Link1.0,Live,248 DUFFIELD STREET,"(40.690588, -73.984481)",Brooklyn,02/13/2017
bx-03-146043,Link1.0,Live,871 BROOK AVENUE,"(40.822519, -73.91069)",Bronx,01/14/2018
bk-16-153189,Link5G_Ad,Live,18 BELMONT AVENUE,"(40.668481, -73.909666)",Brooklyn,07/11/2022
mn-07-137051,Link1.0,Live,2239 BROADWAY,"(40.784423, -73.979796)",Manhattan,02/26/2018
bk-16-126635,Link1.0,Live,2057 FULTON STREET,"(40.678354, -73.911008)",Brooklyn,11/11/2016
mn-12-157170,Link1.0,Live,408 WEST 207 STREET,"(40.863688, -73.917308)",Manhattan,09/01/2022
mn-12-111066,Link1.0,Live,3846 BROADWAY,"(40.836081, -73.943186)",Manhattan,03/03/2018
mn-07-133624,Link1.0,Live,2518 BROADWAY,"(40.793181, -73.972649)",Manhattan,06/27/2017
bk-05-145941,Link1.0,Live,3386 FULTON STREET,"(40.684061, -73.870537)",Brooklyn,09/29/2017
mn-09-120261,Link1.0,Live,2939 BROADWAY,"(40.807296, -73.964646)",Manhattan,02/11/2017
bk-01-145856,Link1.0,Live,119 GRAHAM AVENUE,"(40.705768, -73.94303)",Brooklyn,06/27/2017
bx-02-157674,Link1.0,Live,540 SOUTHERN BOULEVARD,"(40.812112, -73.903863)",Bronx,11/17/2022
mn-07-134469,Link1.0,Live,2001 BROADWAY,"(40.775795, -73.98235)",Manhattan,06/30/2017
bk-14-126509,Link1.0,Live,1591 FLATBUSH AVENUE,"(40.632135, -73.946781)",Brooklyn,03/04/2018
bk-02-145811,Link1.0,Live,322 LIVINGSTON STREET,"(40.688039, -73.981872)",Brooklyn,03/31/2017
mn-08-135983,Link1.0,Live,20 EAST 60 STREET,"(40.764097, -73.970823)",Manhattan,01/29/2017
bx-02-155911,Link1.0,Live,1190 PROSPECT AVENUE,"(40.826449, -73.898554)",Bronx,07/07/2022
bk-14-160033,Link5G_NonAd,Live,1634 CHURCH AVENUE,"(40.6489613, -73.9641039)",Brooklyn,04/23/2024
mn-10-143395,Link1.0,Live,2376 ADAM CLAYTON POWELL JR. BOULEVARD,"(40.817821, -73.942075)",Manhattan,08/13/2017
mn-10-123361,Link1.0,Live,83 WEST 125 STREET,"(40.807779, -73.945253)",Manhattan,11/05/2016
qu-01-160040,Link5G_NonAd,Live,40-39 CRESCENT STREET,"(40.7522977, -73.9389695)",Queens,05/02/2024
bk-08-145919,Link1.0,Live,488 BERGEN STREET,"(40.68065, -73.974375)",Brooklyn,08/31/2017
qu-01-145452,Link1.0,Live,40-13 BROADWAY,"(40.758818, -73.918494)",Queens,08/19/2017
mn-09-140440,Link1.0,Live,1417 AMSTERDAM AVENUE,"(40.815594, -73.954507)",Manhattan,11/19/2016
si-02-125467,Link1.0,Live,2154 HYLAN BOULEVARD,"(40.577771, -74.10231)",Staten Island,01/31/2017
mn-12-120450,Link1.0,Live,3778 BROADWAY,"(40.833911, -73.944772)",Manhattan,06/10/2017
bx-07-119762,Link1.0,Live,2734 JEROME AVENUE,"(40.86908, -73.896)",Bronx,11/05/2022
bk-05-145945,Link1.0,Live,2493 FULTON STREET,"(40.67754, -73.901951)",Brooklyn,09/29/2017
mn-07-137400,Link1.0,Live,130 WEST 68 STREET,"(40.77497, -73.981079)",Manhattan,10/22/2016
mn-05-122633,Link1.0,Live,936 7 AVENUE,"(40.766649, -73.97935)",Manhattan,09/18/2016
bk-01-126673,Link1.0,Live,202 GRAHAM AVENUE,"(40.708922, -73.94339)",Brooklyn,04/28/2017
mn-04-134558,Link1.0,Live,170 WEST 25 STREET,"(40.745268, -73.994563)",Manhattan,09/10/2017
bx-03-146064,Link1.0,Live,574 EAST 163 STREET,"(40.823926, -73.908549)",Bronx,02/25/2018
qu-12-123720,Link5G_Ad,Live,204-01 JAMAICA AVENUE,"(40.713608, -73.755938)",Queens,06/16/2022
bk-08-126469,Link1.0,Live,529 EASTERN PARKWAY,"(40.670115, -73.950627)",Brooklyn,02/03/2017
mn-07-122841,Link1.0,Live,75 COLUMBUS AVENUE,"(40.77178, -73.982773)",Manhattan,01/26/2018
mn-05-121900,Link1.0,Live,133 EAST 58 STREET,"(40.761731, -73.968802)",Manhattan,11/23/2016
mn-06-121446,Link1.0,Live,435 2 AVENUE,"(40.739137, -73.980148)",Manhattan,08/09/2018
mn-07-133638,Link1.0,Live,2601 BROADWAY,"(40.796138, -73.970931)",Manhattan,05/09/2017
mn-07-120391,Link1.0,Live,2740 BROADWAY,"(40.800581, -73.967782)",Manhattan,06/24/2016
mn-12-120334,Link1.0,Live,600 WEST 162 STREET,"(40.837241, -73.942876)",Manhattan,11/11/2017
mn-06-121539,Link1.0,Live,355 3 AVENUE,"(40.740573, -73.981729)",Manhattan,01/15/2016
bx-05-119610,Link1.0,Live,48 WEST BURNSIDE AVENUE,"(40.853842, -73.909388)",Bronx,01/25/2017
mn-10-120001,Link1.0,Live,2366 FREDERICK DOUGLASS BOULEVARD,"(40.811362, -73.95016)",Manhattan,04/07/2017
bk-06-145893,Link1.0,Live,321 5 AVENUE,"(40.672679, -73.983161)",Brooklyn,07/27/2017
mn-04-136065,Link1.0,Live,886 10 AVENUE,"(40.769567, -73.988099)",Manhattan,11/04/2017
mn-12-120655,Link1.0,Live,1495 ST. NICHOLAS AVENUE,"(40.85162, -73.932187)",Manhattan,11/22/2017
mn-03-138880,Link5G_Ad,Live,32 EAST 1ST STREET,"(40.724398, -73.990603)",Manhattan,11/05/2022
mn-04-136045,Link1.0,Live,735 10 AVENUE,"(40.764624, -73.991967)",Manhattan,09/23/2017
mn-01-135575,Link1.0,Live,95 WALL STREET,"(40.705044, -74.007322)",Manhattan,11/11/2017
bx-02-108937,Link1.0,Live,994 EAST 163 STREET,"(40.82089, -73.894041)",Bronx,11/22/2021
qu-03-132974,Link5G_Ad,Live,74-18 37 AVENUE,"(40.748975, -73.89107)",Queens,12/01/2022
mn-06-138038,Link1.0,Live,141 EAST 44 STREET,"(40.752636, -73.974717)",Manhattan,12/12/2017
mn-07-134708,Link1.0,Live,730 COLUMBUS AVENUE,"(40.792379, -73.96801)",Manhattan,01/26/2018
bk-02-126433,Link1.0,Live,395 FLATBUSH AVENUE EXTENSION,"(40.689026, -73.980862)",Brooklyn,02/13/2017
qu-12-118473,Link5G_Ad,Live,109-14 MERRICK BOULEVARD,"(40.69689, -73.784262)",Queens,12/05/2022
qu-01-125131,Link1.0,Live,31-02 30 AVENUE,"(40.766766, -73.921276)",Queens,05/06/2017
bk-01-125268,Link1.0,Live,183 CALYER STREET,"(40.728133, -73.953439)",Brooklyn,03/31/2017
mn-08-108268,Link1.0,Live,1187 1 AVENUE,"(40.762921, -73.959715)",Manhattan,03/23/2018
bk-05-145937,Link1.0,Live,2598 FULTON STREET,"(40.676994, -73.898358)",Brooklyn,09/23/2017
mn-03-138573,Link1.0,Live,175 2 AVENUE,"(40.730537, -73.986389)",Manhattan,07/10/2016
bk-03-145808,Link1.0,Live,1422 FULTON STREET,"(40.680015, -73.943843)",Brooklyn,03/31/2017
mn-07-120535,Link1.0,Live,856 AMSTERDAM AVENUE,"(40.797826, -73.967748)",Manhattan,08/01/2016
bk-01-146050,Link1.0,Live,2 POWERS STREET,"(40.711666, -73.951026)",Brooklyn,12/19/2017
mn-05-121993,Link1.0,Live,535 7 AVENUE,"(40.753978, -73.988322)",Manhattan,04/01/2017
qu-02-145783,Link1.0,Live,10-31 JACKSON AVENUE,"(40.742287, -73.953336)",Queens,03/04/2017
bx-01-123228,Link1.0,Live,349 EAST 149 STREET,"(40.816692, -73.919637)",Bronx,01/21/2017
bx-01-118955,Link1.0,Live,2901 3 AVENUE,"(40.817141, -73.916208)",Bronx,10/22/2016
bx-05-119615,Link1.0,Live,2201 JEROME AVENUE,"(40.857222, -73.904743)",Bronx,11/19/2021
bk-07-145886,Link1.0,Live,799 4 AVENUE,"(40.658808, -73.999532)",Brooklyn,07/15/2017
bk-03-126644,Link1.0,Live,1803 FULTON STREET,"(40.679232, -73.927098)",Brooklyn,10/27/2016
bx-02-153487,Link5G_Ad,Live,700 SOUTHERN BOULEVARD,"(40.813436, -73.898846)",Bronx,07/09/2022
bx-04-113552,Link1.0,Live,875 GERARD AVENUE,"(40.827825, -73.924833)",Bronx,07/01/2016
bk-07-125917,Link1.0,Live,620 5 AVENUE,"(40.66355, -73.991246)",Brooklyn,09/23/2017
bk-01-145996,Link1.0,Live,79 GRAND STREET,"(40.715732, -73.964243)",Brooklyn,11/17/2017
qu-03-134030,Link1.0,Live,73-02 NORTHERN BOULEVARD,"(40.754507, -73.893639)",Queens,04/28/2018
mn-06-133664,Link1.0,Live,221 LEXINGTON AVENUE,"(40.745824, -73.980035)",Manhattan,04/07/2018
mn-05-122649,Link1.0,Live,200 WEST 56 STREET,"(40.764875, -73.980731)",Manhattan,10/15/2016
mn-05-122680,Link1.0,Live,362 8 AVENUE,"(40.748482, -73.996012)",Manhattan,09/22/2016
qu-09-145989,Link1.0,Live,86-56 WOODHAVEN BOULEVARD,"(40.69374, -73.852557)",Queens,10/14/2017
qu-06-124194,Link1.0,Live,107-40 QUEENS BOULEVARD,"(40.721526, -73.844884)",Queens,06/03/2017
mn-07-133671,Link1.0,Live,842 AMSTERDAM AVENUE,"(40.797391, -73.96807)",Manhattan,06/30/2017
bx-04-146072,Link1.0,Live,2 EAST 172 STREET,"(40.842203, -73.916032)",Bronx,03/19/2018
mn-10-119900,Link1.0,Live,2817 FREDERICK DOUGLASS BOULEVARD,"(40.825967, -73.939767)",Manhattan,04/22/2017
mn-06-134618,Link1.0,Live,370 3 AVENUE,"(40.741291, -73.981512)",Manhattan,05/13/2017
bk-17-126297,Link1.0,Live,3301 CHURCH AVENUE,"(40.651027, -73.946513)",Brooklyn,06/27/2017
mn-07-121238,Link1.0,Live,2275 BROADWAY,"(40.785753, -73.978785)",Manhattan,09/08/2016
bk-04-126704,Link1.0,Live,513 IRVING AVENUE,"(40.694474, -73.906284)",Brooklyn,12/14/2022
mn-05-136688,Link1.0,Live,302 5 AVENUE,"(40.74672, -73.985936)",Manhattan,03/18/2017
qu-01-140339,Link1.0,Live,47-16 BROADWAY,"(40.756073, -73.912975)",Queens,07/16/2019
mn-05-142002,Link1.0,Live,248 WEST 48 STREET,"(40.760895, -73.986836)",Manhattan,03/12/2016
mn-12-120650,Link1.0,Live,1422 ST. NICHOLAS AVENUE,"(40.849423, -73.933529)",Manhattan,12/05/2017
mn-06-138218,Link1.0,Live,129 EAST 39 STREET,"(40.749503, -73.977195)",Manhattan,08/05/2017
qu-02-124993,Link1.0,Live,45-06 GREENPOINT AVENUE,"(40.741846, -73.91969)",Queens,02/25/2017
bx-04-145851,Link1.0,Live,84 EAST 167 STREET,"(40.835133, -73.919797)",Bronx,06/10/2017
mn-04-108002,Link1.0,Live,233 8 AVENUE,"(40.744584, -73.99916)",Manhattan,03/16/2016
qu-12-154602,Link5G_Ad,Live,169-28 HILLSIDE AVENUE,"(40.7109, -73.79199)",Queens,
qu-06-128370,Link1.0,Live,101-20 QUEENS BOULEVARD,"(40.726082, -73.852197)",Queens,11/05/2016
mn-04-123656,Link1.0,Live,327 8 AVENUE,"(40.747377, -73.997127)",Manhattan,04/26/2016
mn-02-128511,Link1.0,Live,74 8 AVENUE,"(40.739447, -74.0026)",Manhattan,03/11/2016
bk-09-127716,Link1.0,Live,900 NOSTRAND AVENUE,"(40.667346, -73.950809)",Brooklyn,03/11/2017
mn-10-142855,Link1.0,Live,2480 FREDERICK DOUGLASS BOULEVARD,"(40.814863, -73.947877)",Manhattan,09/17/2016
bx-06-118922,Link1.0,Live,1901 WASHINGTON AVENUE,"(40.846926, -73.898221)",Bronx,10/20/2017
mn-04-122078,Link1.0,Live,589 8 AVENUE,"(40.755281, -73.991371)",Manhattan,03/06/2016
bk-04-150039,Link1.0,Live,544 BUSHWICK AVENUE,"(40.699475, -73.935843)",Brooklyn,06/13/2022
qu-04-145774,Link1.0,Live,90-02 QUEENS BOULEVARD,"(40.733889, -73.872709)",Queens,03/04/2017
mn-09-111128,Link1.0,Live,3407 BROADWAY,"(40.822319, -73.953676)",Manhattan,06/17/2016
mn-05-122647,Link1.0,Live,879 7 AVENUE,"(40.764718, -73.980478)",Manhattan,10/16/2016
bk-02-145812,Link1.0,Live,957 FULTON STREET,"(40.683077, -73.964633)",Brooklyn,03/24/2017
mn-06-139110,Link1.0,Live,880 3 AVENUE,"(40.757851, -73.969436)",Manhattan,07/29/2017
bk-17-126527,Link1.0,Live,1339 FLATBUSH AVENUE,"(40.63856, -73.953603)",Brooklyn,12/18/2017
mn-03-138884,Link1.0,Live,180 1 AVENUE,"(40.72922, -73.983979)",Manhattan,08/12/2017
bx-01-123216,Link1.0,Live,3015 3 AVENUE,"(40.819488, -73.913668)",Bronx,10/29/2016
qu-04-145899,Link1.0,Live,81-02 PETTIT AVENUE,"(40.743563, -73.883789)",Queens,08/05/2017
mn-03-133442,Link1.0,Live,145 4 AVENUE,"(40.734127, -73.989778)",Manhattan,10/22/2016
bx-07-119711,Link5G_NonAd,Live,349 EAST GUN HILL ROAD,"(40.8788455, -73.8726646)",Bronx,05/15/2024
mn-02-123547,Link1.0,Live,120 WEST 14 STREET,"(40.737805, -73.998106)",Manhattan,09/17/2016
bk-05-145944,Link1.0,Live,2460 FULTON STREET,"(40.677895, -73.90299)",Brooklyn,09/29/2017
mn-08-120994,Link1.0,Live,176 EAST 71 STREET,"(40.769102, -73.961324)",Manhattan,10/15/2016
